raw,processed,label,score
"vaksin Covid-19 masih belum merata, ada yang baru menerima suntikan pertama, sudah menerima suntikan penuh dan bahkan ada yang sama sekali belum menerima suntikan vaksin Covid-19. Yuk kita dukung pemerintah, dan sejumlah kampus yang terkait, serta lembaga kesehatan",vaksin covid masih belum merata ada yang baru menerima suntikan pertama sudah menerima suntikan penuh dan bahkan ada yang sama sekali belum menerima suntikan vaksin covid yuk kita dukung pemerintah dan sejumlah kampus yang terkait serta lembaga kesehatan,negative,0.47428473830223083
"Terlebih lagi, tren kasus positif Covid-19 terus meningkat dengan munculnya varian Delta di berbagai daerah. Akan tetapi, tidak hanya menambah pasokan jumlah vaksin impor saja, saat ini pemerintah telah bekerjasama dengan instansi terkait untuk melakukan penelitian dan..",terlebih lagi trend kasus positif covid terus meningkat dengan munculnya varian delta di berbagai daerah akan tetapi tidak hanya menambah pasokan jumlah vaksin impor saja saat ini pemerintah telah bekerjasama dengan instansi terkait untuk melakukan penelitian dan,positive,0.8412367105484009
"Berarti total jumlah vaksinasi kedua di Indonesia mencapai 27.228.923. Sebagai informasi, pemerintah Indonesia memasang target total vaksinasi Covid-19 sebanyak 208.265.720. Jika dibandingkan dengan total sasaran Covid-19 tersebut berarti hingga Jumat (13/8), vaksinasi dosis",berarti total jumlah vaksinasi kedua di indonesia mencapai sebagai informasi pemerintah indonesia memasang target total vaksinasi covid sebanyak jika dibandingkan dengan total sasaran covid tersebut berarti hingga jumat vaksinasi dosis,neutral,0.9965755343437195
Meningkatnya kasus COVID-19 di Indonesia membuat negara ini perlu untuk melakukan penelitian terkait pembuatan vaksin COVID-19 yang dinamakan dengan vaksin Merah Putih.,meningkatnya kasus covid di indonesia membuat negara ini perlu untuk melakukan penelitian terkait pembuatan vaksin covid yang dinamakan dengan vaksin merah putih,neutral,0.9875146150588989
"sanggup melawan mutasi virus covid-19 varian delta. Namun dalam pengembangannya, vaksin merah putih harus menemui berbagai persyaratan dan hambatan. Dilihat dari berbagai alasan pemerintah terkait sejumlah kendala yang ada, serta sikap pemerintah yang tampak kurang suportif,",sanggup melawan mutasi virus covid varian delta namun dalam pengembangannya vaksin merah putih harus menemui berbagai persyaratan dan hambatan dilihat dari berbagai alasan pemerintah terkait sejumlah kendala yang ada serta sikap pemerintah yang tampak kurang suportif,negative,0.7563374042510986
"Menurut saya, pemerintah sudah sepantasnya mendukung dan ikut turut serta berkerja sama dengan mitra-mitra yang terkait dalam pengembangan Vaksin Merah Putih ini. Pengembangan Vaksin Merah Putih ini juga merupakan upaya pemerintah untuk mandiri dalam program vaksinasi covid-19",menurut saya pemerintah sudah sepantasnya mendukung dan ikut turut serta berkerja sama dengan mitra mitra yang terkait dalam pengembangan vaksin merah putih ini pengembangan vaksin merah putih ini juga merupakan upaya pemerintah untuk mandiri dalam program vaksinasi covid,neutral,0.8478360772132874
"Kriteria tersebut adalah aman, efektif, dan halal serta dalam jumlah yang cukup untuk memenuhi kebutuhan di dalam negeri.
Mayoritas responden optimistisÂ vaksin Covid-19 bernama Merah Putih yang dikembangkan Kementerian Riset dan Teknologi Republik Indonesia",kriteria tersebut adalah aman efektif dan halal serta dalam jumlah yang cukup untuk memenuhi kebutuhan di dalam negeri mayoritas responden optimistis vaksin covid bernama merah putih yang dikembangkan kementerian riset dan teknologi republik indonesia,positive,0.8228726983070374
"Riset pembangunan vaksin tidak membutuhkan biaya yang sedikit. Dalam hal vaksinasi, MUI mendorong agar lebih menggencarkan cakupan pelaksanaan vaksinasi Covid-19 kepada masayarakat untuk memberi perlindungan serta mendorong pemerintah menghentikan penerbangan dari luar negeri",riset pembangunan vaksin tidak membutuhkan biaya yang sedikit dalam hal vaksinasi mui mendorong agar lebih menggencarkan cakupan pelaksanaan vaksinasi covid kepada masayarakat untuk memberi perlindungan serta mendorong pemerintah menghentikan penerbangan dari luar negeri,neutral,0.9930289387702942
"internasional terkait keberhasilan produksi vaksin dalam negeri. Apabila diperlukan, kita juga dapat mengekspor vaksin buatan dalam negeri ke negara-negara lain yang membutuhkan, sehingga Indonesia dapat membantu menekan penyebaran dan pertambahan kasus covid-19 di dunia",internasional terkait keberhasilan produksi vaksin dalam negeri apabila diperlukan kita juga dapat mengekspor vaksin buatan dalam negeri ke negara negara lain yang membutuhkan sehingga indonesia dapat membantu menekan penyebaran dan pertambahan kasus covid di dunia,positive,0.9976032376289368
"melakukan pendekatan yang lebih intens ke negara-negara produksi vaksin,dan diharapkan Indonesia menjadi negara yang diprioritaskan untuk menerima vaksin covid-19 ketimbang negara lain. Pengembangan vaksin merah putih ini juga terkait masalah kemandirian bangsa oleh karena itu",melakukan pendekatan yang lebih intens ke negara negara produksi vaksin dan diharapkan indonesia menjadi negara yang diprioritaskan untuk menerima vaksin covid ketimbang negara lain pengembangan vaksin merah putih ini juga terkait masalah kemandirian bangsa oleh karena itu,neutral,0.7507089972496033
"Berbagai lembaga negara pun sudah menghimbau agar vaksin Merah Putih ini segera dituntaskan dan bisa segera diproduksi di Indonesia. Salah satunya yaitu Majelis Ulama Indonesia (MUI). MUI menilai angka penularan Covid-19 di sejumlah daerah di Indonesia masih tinggi,",berbagai lembaga negara pun sudah menghimbau agar vaksin merah putih ini segera dituntaskan dan bisa segera diproduksi di indonesia salah satunya yaitu majelis ulama indonesia mui mui menilai angka penularan covid di sejumlah daerah di indonesia masih tinggi,neutral,0.9826342463493347
"Selanjutnya pemerintah melaksanakan PSBB,larangan mudik,dan diadakanya vaksinasi.Dengan adanya jenis virus covid 19 yang cukup banyak pemerintah mendatangkan vaksin dari negara China.Vaksin Covid-19 Sinovac adalah vaksin pertama yang digunakan di Indonesia. L",selanjutnya pemerintah melaksanakan psbb larangan mudik dan diadakanya vaksinasi dengan adanya jenis virus covid yang cukup banyak pemerintah mendatangkan vaksin dari negara china vaksin covid sinovac adalah vaksin pertama yang digunakan di indonesia,neutral,0.9929505586624146
"jika pemerintah dapat mendukung vaksin dari negara kita sendiri. Hal ini juga didukung oleh pernyataan MUI, Majelis Ulama Indonesia (MUI) mengatakan pemerintah harus dapat mendorong dan mendukung penelitian dan pengembangan vaksin nasional virus corona (COVID19) yang dikelola",jika pemerintah dapat mendukung vaksin dari negara kita sendiri hal ini juga didukung oleh pernyataan mui majelis ulama indonesia mui mengatakan pemerintah harus dapat mendorong dan mendukung penelitian dan pengembangan vaksin nasional virus corona covid yang dikelola,neutral,0.9968871474266052
"Berangkat dari itu, Saleh menambahkan, masyarakat tidak perlu mencurigai langkah China mengimpor vaksin dari negara lain. Ia berharap, penyelidikan terkait penyebab China mengimpor vaksin Covid-19 bisa mempertahankan kepercayaan publik terhadap vaksin buatan Sinovac.",berangkat dari itu saleh menambahkan masyarakat tidak perlu mencurigai langkah china mengimpor vaksin dari negara lain ia berharap penyelidikan terkait penyebab china mengimpor vaksin covid bisa mempertahankan kepercayaan publik terhadap vaksin buatan sinovac,neutral,0.9897453188896179
"pengembangan pembuatan vaksin virus covid-19 yang dilakukan oleh anak bangsa seperti vaksin merah putih tersebut. MUI juga meminta untuk pemerintah mencegah penerbangan dari luar negeri di tengah maraknya virus covid-19 ini, terutama di negara-negara seperti, China dan India. Pe-",pengembangan pembuatan vaksin virus covid yang dilakukan oleh anak bangsa seperti vaksin merah putih tersebut mui juga meminta untuk pemerintah mencegah penerbangan dari luar negeri di tengah maraknya virus covid ini terutama di negara negara seperti china dan india pe,neutral,0.9548127055168152
"vaksin virus covid-19 yang dilakukan oleh anak bangsa seperti vaksin merah putih ini. MUI juga meminta kepada pemerintah agar mencegah penerbangan dari luar negeri di tengah maraknya virus covid-19 ini terutama di negara-negara yang sedang marak seperti, China dan India.",vaksin virus covid yang dilakukan oleh anak bangsa seperti vaksin merah putih ini mui juga meminta kepada pemerintah agar mencegah penerbangan dari luar negeri di tengah maraknya virus covid ini terutama di negara negara yang sedang marak seperti china dan india,negative,0.36892908811569214
Dalam proses penanganan covid-19 pemerintah selalu berusaha mencari solusi terbaik dengan banyak melakukan riset-riset terkait wabah ini. Bahkan pihak pemerintah juga bekerja sama dengan negara lain untuk menghadapi wabah ini bersama-sama.,dalam proses penanganan covid pemerintah selalu berusaha mencari solusi terbaik dengan banyak melakukan riset riset terkait wabah ini bahkan pihak pemerintah juga bekerja sama dengan negara lain untuk menghadapi wabah ini bersama sama,positive,0.8385477662086487
"vaksinasi oleh pemerintah mendapat respon yang positif. Sehubungan dengan itu, upaya pencegahan pandemi Covid-19 di, Indonesia masih belum memberikan hasil perkembangan yang positif. Semakin hari jumlah pasien semakin meningkat. Berdasarkan laporan dari Worldometer per 02",vaksinasi oleh pemerintah mendapat respon yang positif sehubungan dengan itu upaya pencegahan pandemi covid di indonesia masih belum memberikan hasil perkembangan yang positif semakin hari jumlah pasien semakin meningkat berdasarkan laporan dari worldometer per,negative,0.6213304996490479
"masih byk pihak kontra terkait progam pemerintah ini,tapi peningkatan covid-19 diawal Agustus 2021 ini memberi peluang besar pemerintah u/ menjalankan progamnya. Karena, pemberian vaksinasi terus meningkat terkait peneriamanya, baik dosis yang pertama maupun dosis yang kedua.",masih banyak pihak kontra terkait progam pemerintah ini tapi peningkatan covid diawal agustus ini memberi peluang besar pemerintah menjalankan progamnya karena pemberian vaksinasi terus meningkat terkait peneriamanya baik dosis yang pertama maupun dosis yang kedua,positive,0.9861965775489807
"Hal ini tak luput dari ke khawatiran masyarakat terkait dengan mutasi virus covid-19 yang lebih ganas dari jenis virus sebelumnya.
Karena permintaan vaksin yang cukup pesat, banyak negara yang berlomba untuk mendapatkan vaksin yang lebih baik dalam mencegah virus Covid-19.",hal ini tidak luput dari ke khawatiran masyarakat terkait dengan mutasi virus covid yang lebih ganas dari jenis virus sebelumnya karena permintaan vaksin yang cukup pesat banyak negara yang berlomba untuk mendapatkan vaksin yang lebih baik dalam mencegah virus covid,positive,0.9995502829551697
"Jadi, terakhir harapan saya untuk pemerintah dan pihak-pihak yang terkait segera bisa menyelesaikan produksi vaksin merah putih tersebut. Agar mengurangi kasus yang ditimbulkan Covid-19 dan memberikan rasa aman kepada rakyat Indonesia dan mengembalikan keadaan ekonomi Indonesia.",jadi terakhir harapan saya untuk pemerintah dan pihak pihak yang terkait segera bisa menyelesaikan produksi vaksin merah putih tersebut agar mengurangi kasus yang ditimbulkan covid dan memberikan rasa aman kepada rakyat indonesia dan mengembalikan keadaan ekonomi indonesia,positive,0.9934375882148743
"@khalids Kadang2 terfikir gak, agamawan tak nak persoalkan ke hukum kerajaan membeli barang yang ada unsur keraguan ni? Banyak keraguan dalam vaksin COVID-19 especially dia punya effectiveness. Kalau kerajaan kata efektif, kenapa perlu dos 3 &amp; 4 (israel)?",kadang terfikir enggak agamawan tidak mau persoalkan ke hukum kerajaan membeli barang yang ada unsur keraguan ini banyak keraguan dalam vaksin covid especially dia punya effectivene kalau kerajaan kata efektif kenapa perlu dos amp israel,positive,0.8478924036026001
"Pada hari ini, Jumat (24/9/2021), Kementerian Kesehatan (Kemenkes) mencatat bahwa positivity rate harian Covid-19 per mencapai 1,48%.
Baca selengkapnya, klik ğŸ‘‡ #UpdateCovid19",pada hari ini jumat kementerian kesehatan kemenkes mencatat bahwa positivity rate harian covid per mencapai baca selengkapnya klik,neutral,0.9896531701087952
Indonesia terus mendapat bantuan vaksin COVID-19 dari beragam negara. Pada Jumat (24/9) pemerintah menerima dua juta dosis vaksin Sinovac sumbangan dari China yang tiba di Bandar Udara Internasional Soekarno Hatta.,indonesia terus mendapat bantuan vaksin covid dari beragam negara pada jumat pemerintah menerima dua juta dosis vaksin sinovac sumbangan dari china yang tiba di bandar udara internasional soekarno hatta,neutral,0.9986221790313721
"#SobatRupiah, pandemi Covid-19 memberi pelajaran berharga, termasuk dalam menjaga pertumbuhan ekonomi negara. Beberapa hal yang bisa dipelajari antara lain pentingnya sinergitas antara BI, Pemerintah, dan otoritas terkait lainnya untuk memitigasi guncangan akibat pandemi. #BInfo",pandemi covid memberi pelajaran berharga termasuk dalam menjaga pertumbuhan ekonomi negara beberapa hal yang bisa dipelajari antara lain pentingnya sinergitas antara bi pemerintah dan otoritas terkait lainnya untuk memitigasi guncangan akibat pandemi,positive,0.8902636170387268
@maspiyuaja Di China begitu. Ada loh negara yg menjarakan ulama hanya karena bilang saya sehat terkait covid19. Kurang zalim gimana coba?,di china begitu ada loh negara yang menjarakan ulama hanya karena bilang saya sehat terkait covid kurang zalim bagaimana coba,negative,0.9996620416641235
"@ABSetyono @kemkominfo @PlateJohnny @jokowi Kementerian Komunikasi dan Informatika (Kominfo) mencatat dan melabeli ribuan hoaks terkait Covid-19 dan vaksin.
@kemkominfo",kementerian komunikasi dan informatika kominfo mencatat dan melabeli ribuan hoaks terkait covid dan vaksin,neutral,0.998822033405304
"Sebanyak 14 Kepala Puskesmas di Kabupaten Bintan, Kepulauan Riau dilaporkan mengembalikan uang dugaan korupsi terkait dana insentif tenaga kesehatan perorangan Covid-19 Kabupaten Bintan Tahun Anggaran 2020-2021 senilai Rp 504 Juta kepada Kejari Bintan.",sebanyak kepala puskesmas di kabupaten bintan kepulauan riau dilaporkan mengembalikan uang dugaan korupsi terkait dana insentif tenaga kesehatan perorangan covid kabupaten bintan tahun anggaran senilai rp juta kepada kejari bintan,neutral,0.997579038143158
Presiden Joko Widodo (Jokowi) mengungkapkan kegembiraannya terkait pencapaian vaksinasi Covid-19 di Indonesia yang telah mencapai 281 juta dosis.,presiden joko widodo jokowi mengungkapkan kegembiraannya terkait pencapaian vaksinasi covid di indonesia yang telah mencapai juta dosis,neutral,0.9973413348197937
"Dengan menaikkan pemberitaan terkait #RussiaUkraineConflict secara tidak langsung Anda sudah membantu mengantarkan COVID-19 pulang ke negara asalnya, tidak ada lagi PCR tidak ada lagi Antigen.",dengan menaikkan pemberitaan terkait secara tidak langsung anda sudah membantu mengantarkan covid pulang ke negara asalnya tidak ada lagi pcr tidak ada lagi antigen,negative,0.9975751042366028
"Layanan Vaksin Gratis Akan Disediakan di Simpul Transportasi Untuk Para Pemudik Yang Belum Booster: Kabar baik untuk para pemudik, Kementerian Perhubungan (Kemenhub) akan menyediakan layanan vaksinasi gratis yangâ€¦ #Nasional #covid19 #mudiklebaran2022",layanan vaksin gratis akan disediakan di simpul transportasi untuk para pemudik yang belum booster kabar baik untuk para pemudik kementerian perhubungan kemenhub akan menyediakan layanan vaksinasi gratis yang,neutral,0.9967466592788696
"Dr. Khairul mengatakan, Vaksin booster di Tarakan baru mencapai 13,27% untuk usia 18 tahun keatas. Saat ini kasus Covid-19 di Tarakan mengalami penurunan, namun ia menghimbau masyarakat agar tetap mematuhi prokes saat mudik lebaran 2022.",dari khairul mengatakan vaksin booster di tarakan baru mencapai untuk usia tahun keatas saat ini kasus covid di tarakan mengalami penurunan namun ia menghimbau masyarakat agar tetap mematuhi prokes saat mudik lebaran,neutral,0.9978654980659485
"Update Data Covid-19 Kabupaten Kutai Kartanegara
Jumat , 08 April 2022
Sumber Data:
Dinas Kesehatan Kabupaten Kutai Kartanegara
#prokomkukar
#covid19
#bersamalawancorona
#rsudamparikesit
#dinkeskukar
#dirumahaja
#infokukar
#komitmenpemkabkukar
#kutaikartanegara",update data covid kabupaten kutai kartanegara jumat april sumber data dinas kesehatan kabupaten kutai kartanegara,neutral,0.9983593821525574
